eta,vf,rho_g_cc,particle_true_density_g_cc,E_mt_mpa,E_ds_mpa,E_hs_lo_mpa,E_hs_hi_mpa,nu_mt,specific_E
0.8,0.5650000000000001,1.2136288,1.2395199999999997,7356.993182346089,8007.835077979497,7356.993182346089,10149.39612536256,0.29169365818543336,6061.979727529611
0.8,0.5700000000000001,1.2139263999999996,1.2395199999999997,7422.24511233819,8085.781848719292,7422.24511233819,10230.956235245978,0.29107897516516595,6114.246392811123
0.8,0.5750000000000001,1.2142239999999997,1.2395199999999997,7488.298926007144,8164.612776020636,7488.298926007144,10312.947027605027,0.2904606001635577,6167.147845872874
0.8,0.58,1.2145215999999999,1.2395199999999997,7555.169596364886,8244.337962616994,7555.169596364886,10395.372163474558,0.2898384482018082,6220.695948400496
0.8,0.585,1.2148192,1.2395199999999997,7622.872470975288,8324.967602706196,7622.872470975288,10478.235341788715,0.289212432263492,6274.902858775436
0.8,0.59,1.2151167999999997,1.2395199999999997,7691.42328374353,8406.511981941272,7691.42328374353,10561.540299939183,0.2885824632298168,6329.781041413906
0.8,0.595,1.2154143999999998,1.2395199999999997,7760.838167153577,8488.981477395511,7760.838167153577,10645.290814341872,0.28794844981242634,6385.343276460751
0.8,0.6,1.215712,1.2395199999999997,7831.133664973734,8572.38655748704,7831.133664973734,10729.490701012102,0.2873102984836381,6441.6026698541555
0.8025,0.0,1.18,1.2272898603125,2999.9999999999995,2999.9999999999995,2999.9999999999995,3000.000000000001,0.35,2542.372881355932
0.8025,0.005,1.1802364493015625,1.2272898603125,3023.0097430877154,3023.0426216333,3023.0097430877154,3049.5269752979752,0.34951318081325317,2561.359416476813
0.8025,0.01,1.180472898603125,1.2272898603125,3046.1819157978716,3046.3140085666423,3046.1819157978716,3099.2099883639908,0.349026609978643,2580.4759426518594
0.8025,0.015,1.1807093479046873,1.2272898603125,3069.5183101510247,3069.816826552144,3069.5183101510247,3149.050955179399,0.34854027193103176,2599.723899534004
0.8025,0.02,1.1809457972062498,1.2272898603125,3093.020744187763,3093.553775126967,3093.020744187763,3199.051783753057,0.34805415099588,2619.1047476564013
0.8025,0.025,1.1811822465078123,1.2272898603125,3116.691062446198,3117.5275880390445,3116.691062446198,3249.214374791751,0.34756823138629606,2638.6199688157812
0.8025,0.03,1.1814186958093749,1.2272898603125,3140.5311364499466,3141.7410336773246,3140.5311364499466,3299.540622350747,0.3470824972000306,2658.271066464213
0.8025,0.035,1.1816551451109374,1.2272898603125,3164.542865206933,3166.1969155065835,3164.542865206933,3350.0324144653905,0.3465969324164121,2678.059566109566
0.8025,0.04,1.1818915944125,1.2272898603125,3188.7281757192363,3190.898072506845,3188.7281757192363,3400.6916337646576,0.3461115208932252,2697.9870157248256
0.8025,0.045,1.1821280437140622,1.2272898603125,3213.0890235043134,3215.8473796174344,3213.0890235043134,3451.5201580674575,0.34562624636352696,2718.0549861665477
0.8025,0.05,1.182364493015625,1.2272898603125,3237.627393127868,3241.0477481759385,3237.627393127868,3502.5198609625763,0.3451410924324014,2738.2650716026556
0.8025,0.055,1.1826009423171875,1.2272898603125,3262.3452987486885,3266.502126345305,3262.3452987486885,3553.6926123729913,0.34465604257364924,2758.618889949852
0.8025,0.06,1.18283739161875,1.2272898603125,3287.244784675751,3292.21349966069,3287.244784675751,3605.04027910531,0.3441710801264129,2779.118083320864
0.8025,0.065,1.1830738409203125,1.2272898603125,3312.327925937929,3318.184891406232,3312.327925937929,3656.564725385013,0.3436861882917326,2799.764318481821
0.8025,0.07,1.1833102902218748,1.2272898603125,3337.596828866645,3344.4193631059416,3337.596828866645,3708.267813378225,0.34320135012903313,2820.5592873200094
0.8025,0.075,1.1835467395234374,1.2272898603125,3363.053631691781,3370.9200149936987,3363.053631691781,3760.1514037005904,0.3427165485525394,2841.5047073222777
0.8025,0.08,1.1837831888249999,1.2272898603125,3388.700505151242,3397.6899864878137,3388.700505151242,3812.217355913924,0.3422317663276183,2862.6023220643974
0.8025,0.085,1.1840196381265624,1.2272898603125,3414.5396531144997,3424.7324566701704,3414.5396531144997,3864.467529011199,0.34174698606704434,2883.8539017116473
0.8025,0.09,1.1842560874281252,1.2272898603125,3440.5733132205296,3452.050644769977,3440.5733132205296,3916.90378189042,0.34126219022718834,2905.2612435309475
0.8025,0.095,1.1844925367296875,1.2272898603125,3466.8037575305043,3479.6478106281274,3466.8037575305043,3969.5279738179443,0.34077736110412543,2926.8261724148474
0.8025,0.1,1.18472898603125,1.2272898603125,3493.233293195643,3507.5272551976736,3493.233293195643,4022.3419648817285,0.3402924808296613,2948.5505414176646
0.8025,0.105,1.1849654353328125,1.2272898603125,3519.864263140656,3535.692321098981,3519.864263140656,4075.347616435066,0.3398075313672733,2970.4362323041582
0.8025,0.11,1.185201884634375,1.2272898603125,3546.69904676318,3564.1463930465043,3546.69904676318,4128.546791531143,0.3393224945079656,2992.485156111026
0.8025,0.115,1.1854383339359376,1.2272898603125,3573.7400606496526,3592.8928983775154,3573.7400606496526,4181.941355349047,0.33883735186603375,3014.6992537216042
0.8025,0.12,1.1856747832374999,1.2272898603125,3600.989759308107,3621.935307560743,3600.989759308107,4235.533175611502,0.3383520848747376,3037.080496454145
0.8025,0.125,1.1859112325390624,1.2272898603125,3628.450635918295,3651.2771347093644,3628.450635918295,4289.32412299483,0.33786667478188015,3059.6308866640056
0.8025,0.13,1.186147681840625,1.2272898603125,3656.125223099688,3680.9219380983727,3656.125223099688,4343.3160715315225,0.3373811026452884,3082.3524583601875
0.8025,0.135,1.1863841311421874,1.2272898603125,3684.0160936977977,3710.873320686303,3684.0160936977977,4397.510899005767,0.33689534932819415,3105.247277836583
0.8025,0.14,1.18662058044375,1.2272898603125,3712.1258615893653,3741.1349305919225,3712.1258615893653,4451.910487342361,0.33640939549451215,3128.317444318364
0.8025,0.145,1.1868570297453125,1.2272898603125,3740.4571825069356,3771.710461707954,3740.4571825069356,4506.516722989279,0.3359232216040117,3151.565090623931
0.8025,0.15,1.1870934790468748,1.2272898603125,3769.0127548833652,3802.60365420144,3769.0127548833652,4561.331497294329,0.3354368079073796,3174.9923838428717
0.8025,0.155,1.1873299283484373,1.2272898603125,3797.7953207168293,3833.8182950271766,3797.7953207168293,4616.3567068761295,0.33495013444117056,3198.6015260303598
0.8025,0.16,1.1875663776499998,1.2272898603125,3826.8076664569044,3865.358218481825,3826.8076664569044,4671.594253989796,0.33446318102264205,3222.394754918485
0.8025,0.165,1.1878028269515624,1.2272898603125,3856.052623912348,3897.2273067480583,3856.052623912348,4727.046046887576,0.33397592724447067,3246.3743446449926
0.8025,0.17,1.1880392762531249,1.2272898603125,3885.5330711811716,3929.4294904426165,3885.5330711811716,4782.714000174794,0.33348835246934544,3270.5426064999183
0.8025,0.17500000000000002,1.1882757255546874,1.2272898603125,3915.2519336036694,3961.968749168255,3915.2519336036694,4838.600035161304,0.33300043582443556,3294.9018896906514
0.8025,0.18,1.18851217485625,1.2272898603125,3945.2121847390576,3994.8491120620915,3945.2121847390576,4894.706080208789,0.33251215619572827,3319.4545821259503
0.8025,0.185,1.1887486241578125,1.2272898603125,3975.416847366413,4028.0746582983165,3975.416847366413,4951.034071074156,0.33202349222223315,3344.2031112194636
0.8025,0.19,1.188985073459375,1.2272898603125,4005.8689945106094,4061.6495177997617,4005.8689945106094,5007.585951249167,0.33153442229004854,3369.1499447133147
0.8025,0.195,1.1892215227609373,1.2272898603125,4036.5717504940108,4095.577871671107,4036.5717504940108,5064.363672296823,0.3310449245262871,3394.2975915223665
0.8025,0.2,1.1894579720625,1.2272898603125,4067.5282920146346,4129.86395280467,4067.5282920146346,5121.36919418437,0.33055497679285434,3419.6486025997283
0.8025,0.20500000000000002,1.1896944213640623,1.2272898603125,4098.741849251626,4164.512046451093,4098.741849251626,5178.604485613484,0.33006455668007806,3445.2055718241927
0.8025,0.21,1.189930870665625,1.2272898603125,4130.215706998781,4199.52649079322,4130.215706998781,5236.071524347617,0.32957364150018165,3470.9711369101765
0.8025,0.215,1.1901673199671876,1.2272898603125,4161.95320582702,4234.911677523077,4161.95320582702,5293.772297536899,0.32908220828059936,3496.947980340918
0.8025,0.22,1.19040376926875,1.2272898603125,4193.957743276646,4270.672052421928,4193.957743276646,5351.708802040652,0.32859023375712576,3523.1388303255644
0.8025,0.225,1.1906402185703124,1.2272898603125,4226.232775080272,4306.8121158971535,4226.232775080272,5409.883044747826,0.3280976943668969,3549.5464617808852
0.8025,0.23,1.190876667871875,1.2272898603125,4258.781816417373,4343.336423629722,4258.781816417373,5468.2970428954995,0.3276045662411962,3576.17369733838
0.8025,0.23500000000000001,1.1911131171734375,1.2272898603125,4291.608443201387,4380.24958716462,4291.608443201387,5526.9528243856175,0.3271108251980813,3603.0234083774994
0.8025,0.24,1.191349566475,1.2272898603125,4324.7162934003945,4417.55627445008,4324.7162934003945,5585.852428100237,0.32661644673482415,3630.09851608583
0.8025,0.245,1.1915860157765623,1.2272898603125,4358.109068392357,4455.261210448464,4358.109068392357,5644.9979042153345,0.3261214060201614,3657.401992547014
0.8025,0.25,1.191822465078125,1.2272898603125,4391.790534356017,4493.369177728617,4391.790534356017,5704.391314513473,0.32562567788634605,3684.9368618572994
0.8025,0.255,1.1920589143796874,1.2272898603125,4425.764523698534,4531.885017060253,4425.764523698534,5764.034732695392,0.3251292368209978,3712.7062012715805
0.8025,0.26,1.19229536368125,1.2272898603125,4460.0349365209895,4570.813628010242,4460.0349365209895,5823.93024469077,0.3246320569587415,3740.7131423798287
0.8025,0.265,1.1925318129828124,1.2272898603125,4494.605742122979,4610.15996952794,4494.605742122979,5884.079948968298,0.32413411207263126,3768.9608723149076
0.8025,0.27,1.192768262284375,1.2272898603125,4529.480980547448,4649.929060496436,4529.480980547448,5944.485956845131,0.3236353755653505,3797.452634992687
0.8025,0.275,1.1930047115859375,1.2272898603125,4564.664764167096,4690.1259804775345,4564.664764167096,6005.150392796077,0.32313582046018197,3826.1917323855287
0.8025,0.28,1.1932411608875,1.2272898603125,4600.161279313617,4730.755870178709,4600.161279313617,6066.075394762422,0.3226354193917405,3855.181525830155
0.8025,0.28500000000000003,1.1934776101890625,1.2272898603125,4635.974787951165,4771.823932092438,4635.974787951165,6127.263114460762,0.3221341445964609,3884.425437371017
0.8025,0.29,1.1937140594906248,1.2272898603125,4672.109629395419,4813.335431096847,4672.109629395419,6188.715717691845,0.3216319679028325,3913.926951140272
0.8025,0.295,1.1939505087921876,1.2272898603125,4708.5702220797075,4855.295695056852,4708.5702220797075,6250.435384649611,0.3211288607213729,3943.689614775528
0.8025,0.3,1.1941869580937499,1.2272898603125,4745.361065369782,4897.710115425647,4745.361065369782,6312.424310230597,0.3206247940343323,3973.7170408766488
